epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
103,1262.79,0.71124,0.76888,0.83996,0.99772,1,0.995,0.81109,0.66779,0.75357,0.94471,0.0006536,0.0006536,0.0006536
104,1274.54,0.72093,0.84867,0.86085,0.99793,1,0.995,0.82145,0.71609,0.772,0.96417,0.0006404,0.0006404,0.0006404
105,1286.28,0.68993,0.69632,0.89105,0.99793,1,0.995,0.82145,0.71609,0.772,0.96417,0.0006272,0.0006272,0.0006272
106,1298.43,0.79379,0.71711,0.87637,0.99822,1,0.995,0.81343,0.67911,0.77572,0.94897,0.000614,0.000614,0.000614
107,1309.99,0.79673,0.7865,0.93778,0.9984,1,0.995,0.80697,0.6704,0.74515,0.93701,0.0006008,0.0006008,0.0006008
108,1321.62,0.76704,0.73414,0.87404,0.9985,1,0.995,0.8142,0.66597,0.71585,0.93461,0.0005876,0.0005876,0.0005876
109,1333.28,0.74825,0.91018,0.93597,0.9985,1,0.995,0.8142,0.66597,0.71585,0.93461,0.0005744,0.0005744,0.0005744
110,1345.11,0.61646,0.72635,0.84318,0.99833,1,0.995,0.85209,0.59167,0.71373,0.92823,0.0005612,0.0005612,0.0005612
111,1357.34,0.71698,0.73486,0.86702,0.9983,1,0.995,0.86168,0.60467,0.68856,0.92122,0.000548,0.000548,0.000548
112,1369.15,0.74086,0.6956,0.84861,0.9983,1,0.995,0.86236,0.61306,0.6946,0.92153,0.0005348,0.0005348,0.0005348
113,1380.74,0.78542,0.71145,0.84023,0.9983,1,0.995,0.86236,0.61306,0.6946,0.92153,0.0005216,0.0005216,0.0005216
114,1392.51,0.74939,0.78222,0.92213,0.99828,1,0.995,0.86674,0.55826,0.68344,0.91372,0.0005084,0.0005084,0.0005084
115,1404.5,0.67898,0.71539,0.87135,0.99833,1,0.995,0.87782,0.54059,0.68132,0.91441,0.0004952,0.0004952,0.0004952
116,1416.77,0.83156,0.73041,0.92883,0.99829,1,0.995,0.8697,0.58966,0.68933,0.9227,0.000482,0.000482,0.000482
117,1428.9,0.65507,0.72023,0.81869,0.99829,1,0.995,0.8697,0.58966,0.68933,0.9227,0.0004688,0.0004688,0.0004688
118,1441.09,0.63677,0.6527,0.85596,0.99819,1,0.995,0.87354,0.5723,0.67263,0.92054,0.0004556,0.0004556,0.0004556
119,1452.96,0.67794,0.6848,0.88647,0.99817,1,0.995,0.87513,0.52274,0.65039,0.91475,0.0004424,0.0004424,0.0004424
120,1464.72,0.68952,0.7765,0.88475,0.99813,1,0.995,0.88747,0.48862,0.62863,0.90718,0.0004292,0.0004292,0.0004292
121,1476.61,0.7018,0.67339,0.8681,0.99813,1,0.995,0.88747,0.48862,0.62863,0.90718,0.000416,0.000416,0.000416
122,1488.3,0.63333,0.6856,0.80594,0.9982,1,0.995,0.89069,0.46614,0.60477,0.89908,0.0004028,0.0004028,0.0004028
123,1500.34,0.70923,0.73768,0.84995,0.99828,1,0.995,0.88667,0.46743,0.61501,0.89623,0.0003896,0.0003896,0.0003896
124,1512.33,0.62756,0.67556,0.86432,0.99837,1,0.995,0.8855,0.48333,0.6227,0.89828,0.0003764,0.0003764,0.0003764
125,1524.11,0.61189,0.63684,0.83909,0.99837,1,0.995,0.8855,0.48333,0.6227,0.89828,0.0003632,0.0003632,0.0003632
126,1536.16,0.63767,0.64487,0.8527,0.99841,1,0.995,0.86518,0.47727,0.61564,0.89784,0.00035,0.00035,0.00035
127,1547.96,0.67929,0.69945,0.82501,0.9984,1,0.995,0.88642,0.44205,0.61307,0.89307,0.0003368,0.0003368,0.0003368
128,1559.8,0.71089,0.69602,0.82813,0.99845,1,0.995,0.88586,0.42426,0.61404,0.88903,0.0003236,0.0003236,0.0003236
129,1571.47,0.67577,0.64044,0.85223,0.99845,1,0.995,0.88586,0.42426,0.61404,0.88903,0.0003104,0.0003104,0.0003104
130,1583.21,0.64523,0.62677,0.85465,0.99837,1,0.995,0.8957,0.41202,0.59597,0.88666,0.0002972,0.0002972,0.0002972
131,1595.33,0.5773,0.65698,0.85832,0.99835,1,0.995,0.90995,0.39763,0.59873,0.88553,0.000284,0.000284,0.000284
132,1606.94,0.67473,0.68274,0.89312,0.99826,1,0.995,0.92446,0.39977,0.60067,0.88483,0.0002708,0.0002708,0.0002708
133,1618.54,0.60037,0.62735,0.89003,0.99826,1,0.995,0.92446,0.39977,0.60067,0.88483,0.0002576,0.0002576,0.0002576
134,1630.3,0.65284,0.68417,0.85072,0.9982,1,0.995,0.92612,0.39904,0.59835,0.8862,0.0002444,0.0002444,0.0002444
135,1642.17,0.59564,0.64267,0.84566,0.99828,1,0.995,0.93214,0.39266,0.58925,0.88684,0.0002312,0.0002312,0.0002312
136,1654.03,0.60499,0.64942,0.81419,0.99838,1,0.995,0.91791,0.40305,0.58342,0.89139,0.000218,0.000218,0.000218
137,1665.58,0.58632,0.61276,0.85085,0.99838,1,0.995,0.91791,0.40305,0.58342,0.89139,0.0002048,0.0002048,0.0002048
138,1677.58,0.59894,0.64055,0.84582,0.99841,1,0.995,0.90657,0.43695,0.58489,0.8983,0.0001916,0.0001916,0.0001916
139,1689.35,0.6849,0.63929,0.88884,0.99841,1,0.995,0.89435,0.46696,0.58653,0.90451,0.0001784,0.0001784,0.0001784
140,1700.81,0.58909,0.6248,0.83857,0.99841,1,0.995,0.89453,0.478,0.58807,0.90653,0.0001652,0.0001652,0.0001652
141,1712.52,0.53893,0.64814,0.84401,0.99841,1,0.995,0.89453,0.478,0.58807,0.90653,0.000152,0.000152,0.000152
142,1724.89,0.55915,0.67241,0.79593,0.99855,1,0.995,0.88741,0.47198,0.58218,0.90462,0.0001388,0.0001388,0.0001388
143,1736.63,0.56989,0.69364,0.81434,0.9986,1,0.995,0.88915,0.46355,0.58293,0.90276,0.0001256,0.0001256,0.0001256
144,1748.4,0.62246,0.64212,0.85379,0.99862,1,0.995,0.88677,0.45553,0.58794,0.90107,0.0001124,0.0001124,0.0001124
145,1759.97,0.54712,0.65997,0.8222,0.99862,1,0.995,0.88677,0.45553,0.58794,0.90107,9.92e-05,9.92e-05,9.92e-05
146,1771.78,0.63279,0.68849,0.88612,0.9986,1,0.995,0.89353,0.44191,0.58327,0.89731,8.6e-05,8.6e-05,8.6e-05
147,1784.05,0.59652,0.67501,0.80495,0.9986,1,0.995,0.89159,0.43156,0.57928,0.89461,7.28e-05,7.28e-05,7.28e-05
148,1796.06,0.55733,0.69208,0.85462,0.99861,1,0.995,0.90485,0.41827,0.57427,0.8917,5.96e-05,5.96e-05,5.96e-05
149,1807.81,0.53934,0.61948,0.8251,0.99861,1,0.995,0.90485,0.41827,0.57427,0.8917,4.64e-05,4.64e-05,4.64e-05
150,1819.17,0.50927,0.64774,0.82488,0.99861,1,0.995,0.90348,0.4118,0.57289,0.89037,3.32e-05,3.32e-05,3.32e-05
